PR,CARUID,PRSAD,YEAR,CROP,SEEDED,ESEED,HARV,EHARV,PERHARV,YIELD,YLDLBS,EYIELD,PRODN,PRDLBS,EPRODN,NYIELD,NYLDLBS,NEYIELD,PPYIELD,CSAD
35,3502,3502,1996,Barley,175700,71100,174200,70500,0.991462721,54.3,-99,2900,9459,-99,205900,54.3,-99,2921,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1996,Corn for grain,530700,214800,503200,203600,0.948181647,107.4,-99,6700,54046,-99,1372800,107.4,-99,6743,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1996,Oats,29500,11900,29100,11800,0.986440678,57.9,-99,2200,1683,-99,26000,57.8,-99,2203,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1996,Soybeans,431300,174600,417400,168900,0.967771853,37.9,-99,2600,15836,-99,431000,37.9,-99,2552,-0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1996,"Wheat, all",310100,125500,259100,104800,0.835536924,42.6,-99,2900,11040,-99,300500,42.6,-99,2867,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1996,Barley,43400,17600,42000,17000,0.967741935,52.4,-99,2800,2203,-99,48000,52.5,-99,2824,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1996,Corn for grain,184300,74600,175300,70900,0.951166576,102.4,-99,6400,17941,-99,455700,102.3,-99,6427,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1996,Oats,12500,5100,12100,4900,0.968,48.9,-99,1900,590,-99,9100,48.8,-99,1857,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1996,Soybeans,117800,47700,115400,46700,0.979626486,34.6,-99,2300,3992,-99,108700,34.6,-99,2328,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1996,"Wheat, all",77900,31500,66900,27100,0.858793325,38,-99,2600,2542,-99,69200,38.0,-99,2554,-0.02,Central Ontario Region 3 - Ontario
35,3504,3504,1996,Barley,62300,25200,58500,23700,0.939004815,59.3,-99,3200,3466,-99,75500,59.2,-99,3186,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1996,Corn for grain,233300,94400,223900,90600,0.95970853,119.7,-99,7500,26809,-99,681000,119.7,-99,7517,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1996,Oats,18900,7700,17300,7000,0.915343915,55.3,-99,2100,959,-99,14800,55.4,-99,2114,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1996,Soybeans,95900,38800,95800,38800,0.998957247,40.3,-99,2700,3860,-99,105100,40.3,-99,2709,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1996,"Wheat, all",31800,12900,28900,11700,0.908805031,40.9,-99,2700,1182,-99,32200,40.9,-99,2752,0.02,Eastern Ontario Region 4 - Ontario
35,3505,3505,1996,Barley,34200,13800,32300,13100,0.944444444,69.7,-99,3800,2252,-99,49000,69.7,-99,3740,-0.02,Northern Ontario Region 5 - Ontario
35,3505,3505,1996,Corn for grain,400,100,400,100,1,99.1,-99,6200,35,-99,900,87.5,-99,9000,0.45,Northern Ontario Region 5 - Ontario
35,3505,3505,1996,Oats,13700,5500,12800,5200,0.934306569,60.8,-99,2300,779,-99,12000,60.9,-99,2308,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1996,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1996,"Wheat, all",3100,1300,3000,1200,0.967741935,40.9,-99,2700,124,-99,3400,41.3,-99,2833,0.05,Northern Ontario Region 5 - Ontario
35,all,all,1996,Barley,330000,133500,320000,129500,0.96969697,56.3,-99,3000,18000,-99,391900,56.3,-99,3026,0.01,Ontario
35,all,all,1996,Corn for grain,1895000,766900,1800000,728400,0.949868074,111.1,-99,7000,200000,-99,5080200,111.1,-99,6974,0.00,Ontario
35,all,all,1996,Oats,100000,40500,95000,38400,0.95,53.7,-99,2000,5100,-99,78700,53.7,-99,2049,0.02,Ontario
35,all,all,1996,Soybeans,1920000,777000,1890000,764900,0.984375,37,-99,2500,70000,-99,1905100,37.0,-99,2491,0.00,Ontario
35,all,all,1996,"Wheat, all",890000,360200,780000,315700,0.876404494,40.6,-99,2700,31700,-99,862700,40.6,-99,2733,0.01,Ontario
35,3501,3501,1997,Barley,18500,7500,18000,7300,0.972972973,56.2,-99,3000,1010,-99,22000,56.1,-99,3014,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1997,Corn for grain,847800,343100,843000,341100,0.994338287,120,-99,7500,101187,-99,2570300,120.0,-99,7535,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1997,Oats,38700,15700,35900,14500,0.927648579,61.6,-99,2300,2209,-99,34100,61.5,-99,2352,0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1997,Soybeans,1507300,610000,1504400,608800,0.99807603,39.1,-99,2600,58740,-99,1598600,39.0,-99,2626,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1997,"Wheat, all",226200,91500,224200,90800,0.991158267,65.9,-99,4400,14691,-99,399900,65.5,-99,4404,0.00,Southern Ontario Region 1 - Ontario
35,3502,3502,1997,Barley,182700,73900,179300,72600,0.981390257,63.2,-99,3400,11329,-99,246700,63.2,-99,3398,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1997,Corn for grain,482500,195300,480500,194500,0.995854922,110.2,-99,6900,52974,-99,1345600,110.2,-99,6918,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1997,Oats,27900,11300,26600,10800,0.953405018,67.8,-99,2600,1803,-99,27800,67.8,-99,2574,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1997,Soybeans,519400,210200,518200,209700,0.997689642,38.2,-99,2600,19806,-99,539000,38.2,-99,2570,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1997,"Wheat, all",218800,88600,218800,88600,1,58.5,-99,3900,12725,-99,346300,58.2,-99,3909,0.00,Western Ontario Region 2 - Ontario
35,3503,3503,1997,Barley,47000,19000,44800,18100,0.953191489,56.4,-99,3000,2524,-99,55000,56.3,-99,3039,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1997,Corn for grain,158000,63900,157400,63700,0.996202532,93.4,-99,5900,14699,-99,373400,93.4,-99,5862,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1997,Oats,16200,6600,15300,6200,0.944444444,58.5,-99,2200,891,-99,13700,58.2,-99,2210,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1997,Soybeans,165600,67000,165200,66900,0.997584541,29.5,-99,2000,4867,-99,132500,29.5,-99,1981,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1997,"Wheat, all",59900,24300,59900,24300,1,46.6,-99,3100,2777,-99,75600,46.4,-99,3111,0.00,Central Ontario Region 3 - Ontario
35,3504,3504,1997,Barley,62600,25300,60500,24500,0.966453674,57.5,-99,3100,3478,-99,75700,57.5,-99,3090,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1997,Corn for grain,211200,85500,208700,84500,0.988162879,101.2,-99,6300,21109,-99,536200,101.1,-99,6346,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1997,Oats,24200,9800,16200,6600,0.669421488,61.5,-99,2300,995,-99,15300,61.4,-99,2318,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1997,Soybeans,127400,51600,126900,51400,0.996075353,36.1,-99,2400,4580,-99,124600,36.1,-99,2424,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1997,"Wheat, all",20900,8500,20900,8500,1,41.8,-99,2800,868,-99,23600,41.5,-99,2776,-0.01,Eastern Ontario Region 4 - Ontario
35,3505,3505,1997,Barley,34100,13800,32500,13200,0.953079179,60.3,-99,3200,1960,-99,42700,60.3,-99,3235,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1997,Corn for grain,400,200,400,200,1,57.8,-99,3600,25,-99,600,62.5,-99,3000,-0.17,Northern Ontario Region 5 - Ontario
35,3505,3505,1997,Oats,13000,5300,11000,4400,0.846153846,55,-99,2100,602,-99,9300,54.7,-99,2114,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1997,Soybeans,200,100,200,100,1,31,-99,2100,8,-99,200,40.0,-99,2000,-0.05,Northern Ontario Region 5 - Ontario
35,3505,3505,1997,"Wheat, all",4200,1700,4200,1700,1,34,-99,2300,141,-99,3800,33.6,-99,2235,-0.03,Northern Ontario Region 5 - Ontario
35,all,all,1997,Barley,345000,139600,335000,135600,0.971014493,60.6,-99,3300,20300,-99,442000,60.6,-99,3260,-0.01,Ontario
35,all,all,1997,Corn for grain,1700000,688000,1690000,683900,0.994117647,112.4,-99,7100,190000,-99,4826200,112.4,-99,7057,-0.01,Ontario
35,all,all,1997,Oats,120000,48600,105000,42500,0.875,61.9,-99,2400,6500,-99,100200,61.9,-99,2358,-0.02,Ontario
35,all,all,1997,Soybeans,2320000,938900,2315000,936800,0.997844828,38,-99,2600,88000,-99,2395000,38.0,-99,2557,-0.02,Ontario
35,all,all,1997,"Wheat, all",530000,214500,528000,213700,0.996226415,59.1,-99,4000,31200,-99,849100,59.1,-99,3973,-0.01,Ontario
35,3501,3501,1998,Barley,15200,6200,14800,6000,0.973684211,47.1,-99,2500,698,-99,15200,47.2,-99,2533,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1998,Corn for grain,882200,357000,879800,356000,0.997279528,137.3,-99,8600,120758,-99,3067400,137.3,-99,8616,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1998,Oats,26300,10600,24600,9900,0.935361217,47.5,-99,1800,1167,-99,18000,47.4,-99,1818,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1998,Soybeans,1252900,507000,1252900,507000,1,42.5,-99,2900,53247,-99,1449100,42.5,-99,2858,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1998,"Wheat, all",440200,178100,440200,178100,1,61.8,-99,4200,27221,-99,740800,61.8,-99,4159,-0.01,Southern Ontario Region 1 - Ontario
35,3502,3502,1998,Barley,167800,67900,159200,64400,0.94874851,57.7,-99,3100,9187,-99,200000,57.7,-99,3106,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1998,Corn for grain,559700,226500,553700,224100,0.989279971,116.9,-99,7300,64742,-99,1644500,116.9,-99,7338,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1998,Oats,23200,9400,22000,8900,0.948275862,64.5,-99,2500,1416,-99,21800,64.4,-99,2449,-0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1998,Soybeans,559100,226300,559100,226300,1,36.8,-99,2500,20589,-99,560300,36.8,-99,2476,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1998,"Wheat, all",255200,103300,255200,103300,1,62.1,-99,4200,15852,-99,431400,62.1,-99,4176,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1998,Barley,40400,16300,39500,16000,0.977722772,51.8,-99,2800,2045,-99,44500,51.8,-99,2781,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1998,Corn for grain,163800,66300,162800,65900,0.993894994,117.9,-99,7400,19191,-99,487500,117.9,-99,7398,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1998,Oats,17100,6900,16100,6500,0.941520468,63.3,-99,2400,1019,-99,15700,63.3,-99,2415,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1998,Soybeans,141000,57100,141000,57100,1,39.8,-99,2700,5611,-99,152700,39.8,-99,2674,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1998,"Wheat, all",62300,25200,62300,25200,1,54,-99,3600,3366,-99,91600,54.0,-99,3635,0.01,Central Ontario Region 3 - Ontario
35,3504,3504,1998,Barley,59600,24100,55400,22400,0.929530201,53.1,-99,2900,2942,-99,64100,53.1,-99,2862,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1998,Corn for grain,243800,98700,243200,98400,0.997538966,132.7,-99,8300,32261,-99,819500,132.7,-99,8328,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1998,Oats,21200,8600,17900,7300,0.844339623,49.9,-99,1900,895,-99,13800,50.0,-99,1890,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1998,Soybeans,146400,59200,146400,59200,1,44.7,-99,3000,6535,-99,177900,44.6,-99,3005,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1998,"Wheat, all",26300,10600,26300,10600,1,39.9,-99,2700,1049,-99,28600,39.9,-99,2698,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,1998,Barley,42000,17000,41100,16600,0.978571429,64,-99,3400,2628,-99,57200,63.9,-99,3446,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1998,Corn for grain,500,200,500,200,1,106,-99,6700,56,-99,1400,112.0,-99,7000,0.04,Northern Ontario Region 5 - Ontario
35,3505,3505,1998,Oats,22300,9000,19400,7900,0.869955157,82.5,-99,3100,1603,-99,24700,82.6,-99,3127,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1998,Soybeans,600,200,600,200,1,25.5,-99,1700,15,-99,400,25.0,-99,2000,0.18,Northern Ontario Region 5 - Ontario
35,3505,3505,1998,"Wheat, all",15900,6500,15900,6500,1,44.6,-99,3000,711,-99,19400,44.7,-99,2985,-0.01,Northern Ontario Region 5 - Ontario
35,all,all,1998,Barley,325000,131500,310000,125500,0.953846154,56.5,-99,3000,17500,-99,381000,56.5,-99,3036,0.01,Ontario
35,all,all,1998,Corn for grain,1850000,748700,1840000,744600,0.994594595,128.8,-99,8100,237000,-99,6020100,128.8,-99,8085,0.00,Ontario
35,all,all,1998,Oats,110000,44500,100000,40500,0.909090909,61,-99,2300,6100,-99,94100,61.0,-99,2323,0.01,Ontario
35,all,all,1998,Soybeans,2100000,849800,2100000,849800,1,41,-99,2800,86000,-99,2340500,41.0,-99,2754,-0.02,Ontario
35,all,all,1998,"Wheat, all",800000,323700,800000,323700,1,60.3,-99,4100,48200,-99,1311800,60.3,-99,4053,-0.01,Ontario
35,3501,3501,1999,Barley,14400,5800,14300,5800,0.993055556,63.8,-99,3400,910,-99,19800,63.6,-99,3414,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1999,Corn for grain,842200,340800,833400,337300,0.989551175,126.5,-99,7900,105384,-99,2676900,126.5,-99,7936,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1999,Oats,22200,9000,21700,8800,0.977477477,72.8,-99,2800,1578,-99,24300,72.7,-99,2761,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1999,Soybeans,1269300,513700,1269300,513700,1,40.6,-99,2700,51469,-99,1400700,40.5,-99,2727,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1999,"Wheat, all",425100,172000,425100,172000,1,71.9,-99,4800,30356,-99,826200,71.4,-99,4803,0.00,Southern Ontario Region 1 - Ontario
35,3502,3502,1999,Barley,162700,65800,155800,63000,0.957590658,64.9,-99,3500,10104,-99,220000,64.9,-99,3492,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1999,Corn for grain,567300,229600,557900,225800,0.983430284,131.9,-99,8300,73589,-99,1869200,131.9,-99,8278,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1999,Oats,24600,10000,24200,9800,0.983739837,73.2,-99,2800,1770,-99,27300,73.1,-99,2786,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1999,Soybeans,525700,212800,525700,212800,1,41.5,-99,2800,21834,-99,594200,41.5,-99,2792,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1999,"Wheat, all",289900,117300,289900,117300,1,73.7,-99,5000,21232,-99,577900,73.2,-99,4927,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1999,Barley,35600,14400,33400,13500,0.938202247,66.2,-99,3600,2209,-99,48100,66.1,-99,3563,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1999,Corn for grain,162300,65700,159800,64700,0.984596426,113.8,-99,7100,18194,-99,462200,113.9,-99,7144,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1999,Oats,21500,8700,19400,7800,0.902325581,64.8,-99,2500,1258,-99,19400,64.8,-99,2487,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1999,Soybeans,150500,60900,150500,60900,1,35.3,-99,2400,5314,-99,144600,35.3,-99,2374,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1999,"Wheat, all",57500,23300,57500,23300,1,58.7,-99,3900,3355,-99,91300,58.3,-99,3918,0.00,Central Ontario Region 3 - Ontario
35,3504,3504,1999,Barley,54300,22000,51200,20700,0.942909761,61.3,-99,3300,3134,-99,68200,61.2,-99,3295,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1999,Corn for grain,251800,101900,247500,100200,0.982922955,136.1,-99,8500,33685,-99,855600,136.1,-99,8539,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1999,Oats,23800,9600,19100,7700,0.802521008,54.5,-99,2100,1041,-99,16100,54.5,-99,2091,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1999,Soybeans,177400,71800,177400,71800,1,41.3,-99,2800,7317,-99,199100,41.2,-99,2773,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1999,"Wheat, all",24100,9800,24100,9800,1,43.1,-99,2900,1033,-99,28100,42.9,-99,2867,-0.01,Eastern Ontario Region 4 - Ontario
35,3505,3505,1999,Barley,33100,13400,30400,12300,0.918429003,57.4,-99,3100,1745,-99,38000,57.4,-99,3089,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1999,Corn for grain,1400,600,1300,500,0.928571429,111.3,-99,7000,149,-99,3800,114.6,-99,7600,0.09,Northern Ontario Region 5 - Ontario
35,3505,3505,1999,Oats,12900,5200,10700,4300,0.829457364,51.9,-99,2000,553,-99,8500,51.7,-99,1977,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1999,Soybeans,2100,800,2100,800,1,30.5,-99,2100,64,-99,1700,30.5,-99,2125,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1999,"Wheat, all",3400,1400,3400,1400,1,36.1,-99,2400,123,-99,3300,36.2,-99,2357,-0.02,Northern Ontario Region 5 - Ontario
35,all,all,1999,Barley,300000,121400,285000,115300,0.95,63.5,-99,3400,18100,-99,394100,63.5,-99,3418,0.01,Ontario
35,all,all,1999,Corn for grain,1825000,738600,1800000,728400,0.98630137,128.3,-99,8100,231000,-99,5867700,128.3,-99,8056,-0.01,Ontario
35,all,all,1999,Oats,105000,42500,95000,38400,0.904761905,65.3,-99,2500,6200,-99,95600,65.3,-99,2490,0.00,Ontario
35,all,all,1999,Soybeans,2125000,860000,2125000,860000,1,40.5,-99,2700,86000,-99,2340500,40.5,-99,2722,0.01,Ontario
35,all,all,1999,"Wheat, all",800000,323700,800000,323700,1,70.1,-99,4700,56100,-99,1526800,70.1,-99,4717,0.00,Ontario
35,3501,3501,2000,Barley,14400,5800,13000,5300,0.902777778,50.6,-99,2700,659,-99,14300,50.7,-99,2698,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,2000,Corn for grain,827200,334800,799500,323500,0.96651354,114.9,-99,7200,92036,-99,2337800,115.1,-99,7227,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,2000,Oats,26700,10800,22700,9200,0.850187266,55.1,-99,2100,1245,-99,19200,54.8,-99,2087,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,2000,Soybeans,1324000,535800,1318400,533500,0.995770393,39.7,-99,2700,52314,-99,1423800,39.7,-99,2669,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,2000,"Wheat, all",382500,154800,380500,154000,0.994771242,76.2,-99,5100,28827,-99,784500,75.8,-99,5094,0.00,Southern Ontario Region 1 - Ontario
35,3502,3502,2000,Barley,160000,64700,145600,58900,0.91,58,-99,3100,8451,-99,184000,58.0,-99,3124,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,2000,Corn for grain,571500,231300,550600,222800,0.963429571,102.6,-99,6400,56568,-99,1436900,102.7,-99,6449,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,2000,Oats,24400,9900,19400,7900,0.795081967,69,-99,2600,1331,-99,20500,68.6,-99,2595,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,2000,Soybeans,584800,236700,582000,235500,0.995212038,37.3,-99,2500,21680,-99,590000,37.3,-99,2505,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,2000,"Wheat, all",298500,120800,296600,120000,0.993634841,72.5,-99,4900,21377,-99,581800,72.1,-99,4848,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,2000,Barley,34000,13700,31800,12900,0.935294118,51.4,-99,2800,1638,-99,35700,51.5,-99,2767,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,2000,Corn for grain,154600,62600,146000,59100,0.944372574,96.3,-99,6000,14074,-99,357500,96.4,-99,6049,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,2000,Oats,15000,6100,13300,5400,0.886666667,54.6,-99,2100,723,-99,11200,54.4,-99,2074,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,2000,Soybeans,153300,62000,152400,61700,0.994129159,31.8,-99,2100,4852,-99,132000,31.8,-99,2139,0.02,Central Ontario Region 3 - Ontario
35,3503,3503,2000,"Wheat, all",64000,25900,63300,25600,0.9890625,51.6,-99,3500,3250,-99,88500,51.3,-99,3457,-0.01,Central Ontario Region 3 - Ontario
35,3504,3504,2000,Barley,55200,22300,51400,20800,0.93115942,55.8,-99,3000,2871,-99,62500,55.9,-99,3005,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2000,Corn for grain,244800,99000,227100,91900,0.927696078,82.4,-99,5200,18739,-99,476000,82.5,-99,5180,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2000,Oats,22200,9000,16600,6700,0.747747748,57.6,-99,2200,950,-99,14700,57.2,-99,2194,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2000,Soybeans,182500,73900,178600,72300,0.978630137,34.2,-99,2300,6099,-99,166000,34.1,-99,2296,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2000,"Wheat, all",24600,9900,24100,9700,0.979674797,38.8,-99,2600,928,-99,25300,38.5,-99,2608,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,2000,Barley,36400,14700,33200,13400,0.912087912,65.7,-99,3500,2182,-99,47500,65.7,-99,3545,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,2000,Corn for grain,1900,800,1800,700,0.947368421,43.3,-99,2700,80,-99,2000,44.4,-99,2857,0.06,Northern Ontario Region 5 - Ontario
35,3505,3505,2000,Oats,16700,6800,13100,5300,0.784431138,73,-99,2800,951,-99,14700,72.6,-99,2774,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,2000,Soybeans,5400,2200,3500,1400,0.648148148,15.7,-99,1100,56,-99,1500,16.0,-99,1071,-0.03,Northern Ontario Region 5 - Ontario
35,3505,3505,2000,"Wheat, all",10500,4200,10400,4200,0.99047619,49.6,-99,3300,515,-99,14000,49.5,-99,3333,0.01,Northern Ontario Region 5 - Ontario
35,all,all,2000,Barley,300000,121400,275000,111300,0.916666667,57.5,-99,3100,15800,-99,344000,57.5,-99,3091,0.00,Ontario
35,all,all,2000,Corn for grain,1800000,728400,1725000,698100,0.958333333,105.2,-99,6600,181500,-99,4610300,105.2,-99,6604,0.00,Ontario
35,all,all,2000,Oats,105000,42500,85000,34400,0.80952381,61.2,-99,2300,5200,-99,80200,61.2,-99,2331,0.01,Ontario
35,all,all,2000,Soybeans,2250000,910500,2235000,904500,0.993333333,38,-99,2600,85000,-99,2313300,38.0,-99,2558,-0.02,Ontario
35,all,all,2000,"Wheat, all",780000,315700,775000,313600,0.993589744,70.8,-99,4800,54900,-99,1494100,70.8,-99,4764,-0.01,Ontario
35,3501,3501,2001,Barley,15600,6300,15600,6300,1,65.4,-99,3500,1021,-99,22200,65.4,-99,3524,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,2001,Corn for grain,969700,392400,953700,386000,0.983500052,102.6,-99,6400,97837,-99,2485200,102.6,-99,6438,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,2001,Oats,25200,10200,21100,8500,0.837301587,71.2,-99,2700,1503,-99,23200,71.2,-99,2729,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,2001,Soybeans,1354400,548100,1341700,543000,0.990623154,20.7,-99,1400,27828,-99,757300,20.7,-99,1395,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,2001,"Wheat, all",335800,135900,333600,135000,0.993448481,74.1,-99,5000,24718,-99,672700,74.1,-99,4983,0.00,Southern Ontario Region 1 - Ontario
35,3502,3502,2001,Barley,158300,64100,151100,61200,0.95451674,68.1,-99,3700,10291,-99,224100,68.1,-99,3662,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,2001,Corn for grain,620400,251100,610300,247000,0.983720181,108.8,-99,6800,66409,-99,1686900,108.8,-99,6830,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,2001,Oats,23700,9600,23600,9500,0.995780591,81.8,-99,3100,1926,-99,29700,81.6,-99,3126,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,2001,Soybeans,555200,224700,549300,222300,0.989373199,21.1,-99,1400,11608,-99,315900,21.1,-99,1421,0.02,Western Ontario Region 2 - Ontario
35,3502,3502,2001,"Wheat, all",248600,100600,245600,99400,0.987932422,64.3,-99,4300,15792,-99,429800,64.3,-99,4324,0.01,Western Ontario Region 2 - Ontario
35,3503,3503,2001,Barley,46200,18700,44500,18000,0.963203463,64.9,-99,3500,2889,-99,62900,64.9,-99,3494,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,2001,Corn for grain,157900,63900,150500,60900,0.953134896,83.2,-99,5200,12524,-99,318100,83.2,-99,5223,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,2001,Oats,19800,8000,18700,7600,0.944444444,61.6,-99,2300,1155,-99,17800,61.8,-99,2342,0.02,Central Ontario Region 3 - Ontario
35,3503,3503,2001,Soybeans,152000,61500,148700,60200,0.978289474,16.6,-99,1100,2462,-99,67000,16.6,-99,1113,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,2001,"Wheat, all",49100,19900,48900,19800,0.99592668,61.7,-99,4200,3016,-99,82100,61.7,-99,4146,-0.01,Central Ontario Region 3 - Ontario
35,3504,3504,2001,Barley,59900,24200,58400,23600,0.974958264,65.2,-99,3500,3809,-99,82900,65.2,-99,3513,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2001,Corn for grain,250600,101400,244200,98800,0.974461293,103,-99,6500,25144,-99,638700,103.0,-99,6465,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,2001,Oats,21000,8500,16100,6500,0.766666667,60.2,-99,2300,972,-99,15000,60.4,-99,2308,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,2001,Soybeans,186300,75400,183200,74100,0.983360172,27.6,-99,1900,5059,-99,137700,27.6,-99,1858,-0.02,Eastern Ontario Region 4 - Ontario
35,3504,3504,2001,"Wheat, all",31700,12800,31700,12800,1,51.9,-99,3500,1646,-99,44800,51.9,-99,3500,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,2001,Barley,28900,11700,25300,10200,0.875432526,58.9,-99,3200,1490,-99,32400,58.9,-99,3176,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,2001,Corn for grain,1500,600,1300,500,0.866666667,70.7,-99,4400,93,-99,2400,71.5,-99,4800,0.09,Northern Ontario Region 5 - Ontario
35,3505,3505,2001,Oats,12300,5000,10500,4200,0.853658537,61.6,-99,2300,644,-99,9900,61.3,-99,2357,0.02,Northern Ontario Region 5 - Ontario
