
Year,ID,Province,Soil Type,Group,Crop ID,Crop,"unit (bu, t, etc)",Yield,Crop Price,Seed,Fertilizer,Chemical,Trucking and Marketing,Fuel Oil Lube,Machinery Repairs,Crop Insurance,Building Repairs,Custom Work,Labour,Utilities,Operating Interest,Fixed Cost $/Acre,Variable Cost $/acre,Total Costs $/Acre,Notes,Source
2020,145,Alberta,Grey-Wooded,Cover crops,57,Barley (Hordeum vulgare),bu,78,5.25,25.88,59.5,33.43,22.46,25.19,17.71,21.08,2.08,5.61,20.18,10.34,5.94,155.91,249.39,405.3,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,146,Alberta,Grey-Wooded,Cover crops,57,Barley (Hordeum vulgare),bu,78,4.15,23.18,59,18.77,22.46,21.59,14.58,17.72,2.6,5.61,21.45,10.34,5.05,155.91,222.35,378.26,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,147,Alberta,Grey-Wooded (Peace Region),Cover crops,57,Barley (Hordeum vulgare),bu,76,4.75,23,50.5,33.43,21.88,34.71,12.5,18.39,2.08,6.38,18.9,10.34,5.35,123.27,237.46,360.73,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,148,Alberta,Grey-Wooded (Peace Region),Cover crops,57,Barley (Hordeum vulgare),bu,76,3.7,20.6,49.5,18.77,21.88,30.23,11.46,15.37,2.08,6.12,17.37,10.34,4.44,123.27,208.18,331.45,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,149,Alberta,Irrigated,Cover crops,57,Barley (Hordeum vulgare),bu,125,5.25,28.75,62,38.28,35.99,31.3,30.11,13.22,2.08,12.76,34.73,13.46,6.45,302.71,327.95,630.66,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,150,Alberta,Irrigated,Cover crops,57,Barley (Hordeum vulgare),bu,125,4.7,25.75,72,22.84,35.99,29.34,28.91,13.22,2.08,12.25,34.73,13.46,6.03,302.71,315.41,618.12,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,151,Alberta,Dark Brown,Cover crops,61,Flax (Linum usitatissimum),bu,21,11.75,28.6,35,20.02,6.94,11.86,11.46,17.8,1.56,8.17,14.81,8.96,4.18,98.13,169.35,267.48,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,152,Alberta,Dark Brown,Cover crops,67,Winter wheat (Triticum aestivum),bu,46,5.5,25,44.5,19.44,16.19,15,12.5,12.35,1.04,3.06,12.77,8.96,4.45,98.13,175.25,273.38,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,153,Ontario,Eastern Canada,Small-grain cereals,3,Wheat,bu,56,6.4,70,101.37,26.95,13.72,34.75,34.25,8.5,0,34,26.55,0,8.45,70.2,373.11,443.31,Hard red,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,154,Ontario,Eastern Canada,Small-grain cereals,5,Barley,bu,70,5.3,58.8,84.69,36.55,15.5,34.75,34.25,7,0,34,26.55,0,8.15,70.2,360.26,430.46,Southern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,155,Ontario,Eastern Canada,Small-grain cereals,5,Barley,bu,70,5.3,58.8,98.35,36.55,15.5,34.75,34.25,7,0,34,26.55,0,8.49,70.2,374.26,444.46,Northern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,156,Ontario,Eastern Canada,Small-grain cereals,7,Oats,bu,81,3.95,46.75,82.2,24.4,14.04,34.75,34.25,7,0,34,26.55,0,7.44,70.2,330.56,400.76,Southern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,157,Ontario,Eastern Canada,Small-grain cereals,7,Oats,bu,81,3.95,47,93.05,24.4,14.04,34.75,34.25,7,0,34,26.55,0,7.71,70.2,341.84,412.04,Northern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,158,Ontario,Eastern Canada,Small-grain cereals,12,Grain corn,bu,174,4.96,111.68,138.24,26.4,39.78,37.85,27.8,11.6,0,23,15.3,0,12.86,60.9,573.85,634.75,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,159,Ontario,Eastern Canada,Silage,14,Corn Silage,t,16,39,111.68,225.38,26.4,0,19.7,18.5,11.6,0,23,8.9,0,13.25,41.65,548.4,590.05,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,160,Ontario,Eastern Canada,Oilseeds,20,Canola,t,1,493,79.99,101.85,55.5,13,31.05,23.2,16.05,0,45,15.5,0,9.35,51.85,399.94,451.79,Spring Canola HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,161,Ontario,Eastern Canada,Oilseeds,20,Canola,t,1.3,493,85.7,155.11,58.2,16.9,24.15,16.05,16.05,0,45,12.05,0,10.51,33.95,452.07,486.02,Winter canola hybrid,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,162,Ontario,Eastern Canada,Oilseeds,22,Flax,bu,30,11.4,28.41,83.45,37.4,6.86,34.75,34.25,7.7,0,34,26.55,0,7.3,70.2,309.17,379.37,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,163,Ontario,Eastern Canada,Pulse crops,25,Soybean,bu,47,11.4,61.68,46.14,69.95,13.42,28.6,26.45,7.85,0,23,12.65,0,7.19,59.2,311.21,370.41,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,164,Ontario,Eastern Canada,Pulse crops,25,Soybean,bu,47,11.4,61.68,46.14,82.7,13.42,19.1,14.15,7.85,0,34,8.65,0,7.14,30.8,309.11,339.91,No till,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,165,Ontario,Eastern Canada,Pulse crops,25,Soybean,bu,47,11.4,85.92,46.14,27.1,13.42,19.1,14.15,7.85,0,34,8.65,0,6.37,30.8,276.98,307.78,Round-up ready,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,166,Ontario,Eastern Canada,Pulse crops,26,Beans (dry field),cwt,19,36,149.86,43.14,121.65,13.62,47.1,49.15,25.65,0,56,25.1,11.65,13.12,113.5,556.78,670.28,Colored bean,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,167,Ontario,Eastern Canada,Pulse crops,27,Whitebeans,cwt,22,36,88.35,43.64,130.1,15.77,35,29.8,17.65,0,67,18.6,0,10.98,66.6,470.29,536.89,White Black bean,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,168,Ontario,Eastern Canada,Cover crops,48,Alfalfa (Medicago sativa L.),t,3.5,220,74.17,42.44,15.4,0,28.1,18.6,22.3,0,88.4,27.85,0,7,26.6,362.51,389.11,Alfalfa hay,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,169,Ontario,Eastern Canada,Cover crops,57,Barley (Hordeum vulgare),bu,70,5.3,58.8,84.69,36.55,15.5,34.75,34.25,7,0,34,26.55,0,8.15,70.2,360.26,430.46,Southern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,170,Ontario,Eastern Canada,Cover crops,57,Barley (Hordeum vulgare),bu,70,5.3,58.8,98.35,36.55,15.5,34.75,34.25,7,0,34,26.55,0,8.49,70.2,374.26,444.46,Northern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,171,Ontario,Eastern Canada,Cover crops,58,Oat (Avena sativa),bu,81,3.95,46.75,82.2,24.4,14.04,34.75,34.25,7,0,34,26.55,0,7.44,70.2,330.56,400.76,Southern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,172,Ontario,Eastern Canada,Cover crops,58,Oat (Avena sativa),bu,81,3.95,47,93.05,24.4,14.04,34.75,34.25,7,0,34,26.55,0,7.71,70.2,341.84,412.04,Northern,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,173,Ontario,Eastern Canada,Cover crops,61,Flax (Linum usitatissimum),bu,30,11.4,28.41,83.45,37.4,6.86,34.75,34.25,7.7,0,34,26.55,0,7.3,70.2,309.17,379.37,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,174,Ontario,Eastern Canada,Cover crops,67,Winter wheat (Triticum aestivum),bu,87,7.15,71.12,134.82,37.45,23.35,34.75,33.5,8.85,0,34,26.55,0,15.8,70.9,432.84,503.74,soft,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,175,Ontario,Eastern Canada,Cover crops,67,Winter wheat (Triticum aestivum),bu,87,7.15,71.12,134.82,37.45,23.35,25.25,22.5,8.85,0,24,22.55,0,14.79,43.9,407.33,451.23,Soft No till,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,176,Ontario,Eastern Canada,Cover crops,67,Winter wheat (Triticum aestivum),bu,82,7.27,71.4,116.97,37.45,21.01,34.75,33.75,10.25,0,46,26.55,0,15.62,70.9,427,497.9,Hard Red,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2020,177,Ontario,Eastern Canada,Cover crops,67,Winter wheat (Triticum aestivum),bu,82,7.27,71.4,146.61,37.45,21.01,25.25,22.5,10.25,0,46,22.55,0,15.83,43.9,432.47,476.37,Hard Red No till,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Ontario\Ontario cost of production budget 2020.pdf
2021,,Saskatchewan,Black,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,4,Durum Wheat,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Pulse crops,31,Field Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Pulse crops,31,Field Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Pulse crops,31,Field Pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,42,Winter weeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,42,Winter weeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,42,Winter weeds,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,43,Red clover (Trifolium pratense L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,43,Red clover (Trifolium pratense L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,43,Red clover (Trifolium pratense L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,44,Berseem clover (Trifolium alexandrium L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,44,Berseem clover (Trifolium alexandrium L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,44,Berseem clover (Trifolium alexandrium L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,45,Sweet clover (Melilotus officinalis),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,45,Sweet clover (Melilotus officinalis),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,45,Sweet clover (Melilotus officinalis),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,46,Crimson clover (Trifolium incarnatum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,46,Crimson clover (Trifolium incarnatum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,46,Crimson clover (Trifolium incarnatum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,47,Hairy Vetch (Vicia villosa roth),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,47,Hairy Vetch (Vicia villosa roth),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,47,Hairy Vetch (Vicia villosa roth),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,48,Alfalfa (Medicago sativa L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,48,Alfalfa (Medicago sativa L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,48,Alfalfa (Medicago sativa L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,49,Faba bean/broad bean (Vicia faba),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,49,Faba bean/broad bean (Vicia faba),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,50,Cowpea (Vigna unguiculata),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,50,Cowpea (Vigna unguiculata),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,50,Cowpea (Vigna unguiculata),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,51,Austrian winter pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,51,Austrian winter pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,51,Austrian winter pea,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,52,Rapeseed (Brassica Napus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,52,Rapeseed (Brassica Napus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,52,Rapeseed (Brassica Napus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,53,"Winter turnip rape [Brassica Rapa spp. oleifera L. (cv. ""Largo"")]",,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,53,"Winter turnip rape [Brassica Rapa spp. oleifera L. (cv. ""Largo"")]",,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,53,"Winter turnip rape [Brassica Rapa spp. oleifera L. (cv. ""Largo"")]",,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,54,Phacelia [Phacelia tanacetifolia (cv. 'Phaci')],,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,54,Phacelia [Phacelia tanacetifolia (cv. 'Phaci')],,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,54,Phacelia [Phacelia tanacetifolia (cv. 'Phaci')],,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,55,Forage radish (Raphanus sativus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,55,Forage radish (Raphanus sativus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,55,Forage radish (Raphanus sativus L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,60,Sesame (Sesamum indicum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,60,Sesame (Sesamum indicum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,60,Sesame (Sesamum indicum),,,,,,,,,,,,,,,,,,,,
